entity_id,type,debit,credit,amount,currency,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,description,notes,payment_id,settlement_utr,order_id,order_receipt,method,card_network,card_issuer,card_type,dispute_id
recon_0NOOO0NL9C59E7,payment,0,69327,70830,INR,1274,229,False,True,1737804600,1738063800,setl_417VF0JQQNVCEQ,Payment for Annual License,"{""order"": ""order_J2C9OGPS0132AN""}",pay_V37IC0LZIGIKQW,UTR10814436678,order_J2C9OGPS0132AN,INV-31281,upi,,,,
recon_6DWCDECBIR1AJ8,payment,0,468369,477381,INR,7638,1374,False,True,1737916200,1738175400,setl_KPGGERSDUHH03G,Payment for Service Charge,"{""order"": ""order_U23JH0ZAGRD1PP""}",pay_65FPYST5V0175D,UTR69578135110,order_U23JH0ZAGRD1PP,INV-97205,upi,,,,
recon_G7ZD9B7LNKZX8Y,payment,0,148304,151521,INR,2727,490,False,True,1737988200,1738074600,setl_552ZBRD399Q68R,Payment for Consultation Fee,"{""order"": ""order_IR02M77RXZDNVZ""}",pay_QY5SXAW7LW580Y,UTR42386922064,order_IR02M77RXZDNVZ,INV-97225,netbanking,,,,
recon_9TMY91OTKZH4OE,payment,0,308427,314361,INR,5029,905,False,True,1738099800,1738186200,setl_3RZN9L3H03ZB5G,Payment for Platform Access,"{""order"": ""order_RQVFX2ZVL9E9ZR""}",pay_9LNY2SVHOTQF74,UTR50337507628,order_RQVFX2ZVL9E9ZR,INV-86072,netbanking,,,,
recon_T3X1HXE5ZAQLBU,payment,0,327414,333714,INR,5339,961,False,True,1738179000,1738438200,setl_RXPUDC62G3AUT3,Payment for Enterprise Package,"{""order"": ""order_XNECRYSAUUJ02G""}",pay_BIRY8XNY2X15XJ,UTR20688297835,order_XNECRYSAUUJ02G,INV-95542,wallet,,,,
recon_0L3RTZ5TV6G8OM,payment,0,314643,320697,INR,5131,923,False,True,1738243800,1738503000,setl_CEDTCXNMJ5IAN8,Payment for Renewal,"{""order"": ""order_09ZGNX3VPF9PAV""}",pay_MEWCJN6OCJPZTC,UTR26860477632,order_09ZGNX3VPF9PAV,INV-98842,netbanking,,,,
recon_6IT1EKKH0UHK7X,payment,0,214012,218130,INR,3490,628,False,True,1738326600,1738499400,setl_8YBQG716GNEMBR,Payment for Standard Tier,"{""order"": ""order_YTEAG3APTM9X79""}",pay_IDUDK73A8Y7ERY,UTR57976863318,order_YTEAG3APTM9X79,INV-14643,card,Visa,HDFC,credit,
recon_Z3ZSG9VWIEB97P,payment,0,7858,8046,INR,160,28,False,True,1738420200,1738593000,setl_M90PKR1IFSI159,Payment for Top-up Credit,"{""order"": ""order_15S74NDDAFS1IY""}",pay_BO06FHRXJPT2ZL,UTR69359065445,order_15S74NDDAFS1IY,INV-90801,card,Mastercard,HDFC,credit,
recon_8K8C9G3RTSCPSU,payment,0,356214,363068,INR,5809,1045,False,True,1738510200,1738769400,setl_Z614UMNWEPRS82,Payment for Consultation Fee,"{""order"": ""order_53GQD7WKR1TFEP""}",pay_M30VVIJVDDWVB8,UTR92321359537,order_53GQD7WKR1TFEP,INV-61150,netbanking,,,,
recon_GFPQXO0E1ADNDA,payment,0,194304,198520,INR,3573,643,False,True,1738618200,1738877400,setl_0PFRRQ3GU7GKL5,Payment for Platform Access,"{""order"": ""order_0Y8JWVHPLHW4OQ""}",pay_6K9WAM0KJAX57U,UTR65050739903,order_0Y8JWVHPLHW4OQ,INV-94473,card,Visa,SBI,credit,
recon_U8KD9GNLPYO2M2,payment,0,17169,17583,INR,351,63,False,True,1738672200,1738758600,setl_5JRNJ622592FFQ,Payment for Platform Access,"{""order"": ""order_MM7DBFPMGP6YWK""}",pay_NMK7YYZ6R9I8KC,UTR78617854565,order_MM7DBFPMGP6YWK,INV-95715,netbanking,,,,
recon_N80OCO39VCYRXO,payment,0,33481,34289,INR,685,123,False,True,1738758600,1739017800,setl_F5B1SA3Y5T37SZ,Payment for Basic Subscription,"{""order"": ""order_CU3FG00ZKOM2ZK""}",pay_8ZNA8NZXC45BNC,UTR45033191981,order_CU3FG00ZKOM2ZK,INV-59868,netbanking,,,,
recon_F5T82DDL7FKNDG,payment,0,166267,169874,INR,3057,550,False,True,1738845000,1738931400,setl_1QEKW7BZYI9V8U,Payment for Standard Tier,"{""order"": ""order_YCW8IHYFZ9S9VS""}",pay_MEYL6SS1A2R5BF,UTR78695444373,order_YCW8IHYFZ9S9VS,INV-70390,wallet,,,,
recon_5QPH6GB6P8KH7R,payment,0,154047,157389,INR,2833,509,False,True,1738931400,1739104200,setl_91C329HHA1PJGF,Payment for Annual License,"{""order"": ""order_POCMVH0EQT8FHU""}",pay_U4I5YMQT3DGD8O,UTR62716021930,order_POCMVH0EQT8FHU,INV-80189,wallet,,,,
recon_17DPUBKPIQNHQE,payment,0,302418,308236,INR,4931,887,False,True,1739039400,1739298600,setl_VTN4YPKW7493DX,Payment for Premium Plan,"{""order"": ""order_S5ZXQOMTS1EGPG""}",pay_H9PTFNM88UA3A6,UTR24651334606,order_S5ZXQOMTS1EGPG,INV-70810,upi,,,,
recon_95D7EFJGC46HD2,payment,0,302148,307961,INR,4927,886,False,True,1739100600,1739359800,setl_9W1GXHG403NJBC,Payment for Annual License,"{""order"": ""order_4FLDAA1FWT9UA0""}",pay_7O0OLFIZEEUO16,UTR96516831328,order_4FLDAA1FWT9UA0,INV-64230,wallet,,,,
recon_E3PGIHNFLAYZHU,payment,0,117666,120218,INR,2163,389,False,True,1739208600,1739295000,setl_DNHM63Q68JOV58,Payment for Standard Tier,"{""order"": ""order_4Z8D2VFHZPQVJL""}",pay_YEJHDZXQ3P87JH,UTR59523112618,order_4Z8D2VFHZPQVJL,INV-52147,upi,,,,
recon_2NZ7VELFV46WYS,payment,0,150817,154089,INR,2773,499,False,True,1739313000,1739572200,setl_0ID033TAYB5BBK,Payment for Platform Access,"{""order"": ""order_BK9RX647DI3E95""}",pay_BTSMAQ3OKLMC1R,UTR54082372370,order_BK9RX647DI3E95,INV-41525,netbanking,,,,
recon_6UITJ5ZOOH3YRG,payment,0,59114,60396,INR,1087,195,False,True,1739363400,1739449800,setl_PNBN7GGGJVSDBI,Payment for Enterprise Package,"{""order"": ""order_DAQJRTMETMHOPM""}",pay_7NQWHOCPY8UDQD,UTR40541868033,order_DAQJRTMETMHOPM,INV-36683,netbanking,,,,
recon_8JGUZ4E2U2MDA7,payment,0,296703,302411,INR,4838,870,False,True,1739478600,1739651400,setl_PHD7NDJWT695G6,Payment for Basic Subscription,"{""order"": ""order_54RJSXFOH9MBUZ""}",pay_D2MRMTXJQ3KMSX,UTR62962082116,order_54RJSXFOH9MBUZ,INV-29284,card,Mastercard,ICICI,credit,
recon_EYQ1S4DJ9DV3UY,payment,0,248304,253081,INR,4049,728,False,True,1739575800,1739748600,setl_POAU8P1WKISETU,Payment for Platform Access,"{""order"": ""order_DUWTN5PEPL7ZQP""}",pay_8DJKLUYLUYHETK,UTR15554866701,order_DUWTN5PEPL7ZQP,INV-17977,card,Mastercard,AXIS,debit,
recon_GFXUQ4F2X7C4R8,payment,0,99338,101492,INR,1826,328,False,True,1739647800,1739734200,setl_BXXQ6MF5QAFS4H,Payment for Service Charge,"{""order"": ""order_KDVNJN2Q3FKEOU""}",pay_JWPXEFAF0ISZHR,UTR63794704393,order_KDVNJN2Q3FKEOU,INV-89408,netbanking,,,,
recon_UESDRBTA3K3OM5,payment,0,63637,65017,INR,1170,210,False,True,1739727000,1739813400,setl_CG06XR3URMWUEC,Payment for Standard Tier,"{""order"": ""order_HF33GUWYH36MOT""}",pay_C1V47LZN9UHJPK,UTR97735494889,order_HF33GUWYH36MOT,INV-30691,upi,,,,
recon_PKLV69EOXXC7HZ,payment,0,219016,223229,INR,3571,642,False,True,1739791800,1739878200,setl_6MM7IDAO13TB25,Payment for Service Charge,"{""order"": ""order_HVNYARNNEZTEEW""}",pay_RE0DRIMR25I7A2,UTR18834248032,order_HVNYARNNEZTEEW,INV-56787,upi,,,,
recon_8DITMOWNX23VEU,payment,0,143599,146714,INR,2640,475,False,True,1739921400,1740180600,setl_DNZY47QUUSFN07,Payment for Premium Plan,"{""order"": ""order_V6763V1M3PP00C""}",pay_KVR5NBHGPBKTMA,UTR44424950648,order_V6763V1M3PP00C,INV-52072,card,Amex,SBI,credit,
recon_W0TE52VXSLHU6L,payment,0,36014,36883,INR,737,132,False,True,1739993400,1740252600,setl_3S2SUMH3B0N9CC,Payment for Service Charge,"{""order"": ""order_L2MOXQ9WFB76AV""}",pay_ZVMCPSILN3OX5F,UTR88273979421,order_L2MOXQ9WFB76AV,INV-57443,card,RuPay,HDFC,debit,
recon_XNPSV8DKMU6U4P,payment,0,402347,410088,INR,6561,1180,False,True,1740069000,1740328200,setl_MQOQ4KREG167D6,Payment for Annual License,"{""order"": ""order_76MOUZE66VW9B0""}",pay_5AEJT70EBPY9E5,UTR89858703279,order_76MOUZE66VW9B0,INV-52310,netbanking,,,,
recon_F30KH5840ACUHG,payment,0,194525,198745,INR,3577,643,False,True,1740151800,1740324600,setl_7P72L4X5BWAEN7,Payment for Top-up Credit,"{""order"": ""order_0EMC20LSJWS1ZL""}",pay_7U0S3KDZ4PPJ59,UTR38661809828,order_0EMC20LSJWS1ZL,INV-64808,netbanking,,,,
recon_6LH07BA7DORFKI,payment,0,253737,258618,INR,4137,744,False,True,1740267000,1740353400,setl_A02DZ61TXSNHFT,Payment for Renewal,"{""order"": ""order_J0M3LOUFHW8WLV""}",pay_OIKS62C1JLOPO6,UTR49639689713,order_J0M3LOUFHW8WLV,INV-42415,wallet,,,,
recon_2TLXLZS49CDZN1,payment,0,225854,230199,INR,3683,662,False,True,1740353400,1740612600,setl_WR0UI1JLMFLUOA,Payment for Enterprise Package,"{""order"": ""order_OINUXL39DG5RIF""}",pay_8UR6TIARONTDI9,UTR38735037775,order_OINUXL39DG5RIF,INV-31245,upi,,,,
recon_HAIH7WFRAC8E3P,payment,0,481786,491056,INR,7856,1414,False,True,1740432600,1740605400,setl_TXCF0KJD2V1L1V,Payment for Annual License,"{""order"": ""order_FMUIW7J35VLWOJ""}",pay_S3AOFC9LGYTLCQ,UTR95346740742,order_FMUIW7J35VLWOJ,INV-71825,netbanking,,,,
recon_9GWA44LZ6V7S7O,payment,0,455663,464430,INR,7430,1337,False,True,1740511800,1740684600,setl_XTDNWZZG4C4EPZ,Payment for Platform Access,"{""order"": ""order_XO9ZJCUBZQVQG0""}",pay_N79HMHVL66SAJX,UTR24234537620,order_XO9ZJCUBZQVQG0,INV-97519,netbanking,,,,
recon_J7SWRQLUX6LDM6,payment,0,241705,246355,INR,3941,709,False,True,1740580200,1740753000,setl_VFU9PXYKM8T0JS,Payment for Standard Tier,"{""order"": ""order_JH9JPDMN1S3YG8""}",pay_7LY7500LNKKUO4,UTR45264782411,order_JH9JPDMN1S3YG8,INV-30807,upi,,,,
recon_GINSAVOCIRBKDN,payment,0,479354,488578,INR,7817,1407,False,True,1740666600,1740925800,setl_Z1DE1E1630POCR,Payment for Add-on Module,"{""order"": ""order_HDIY4NRMQYZ6Y3""}",pay_L88L12QFAF5KCI,UTR12518693203,order_HDIY4NRMQYZ6Y3,INV-33576,card,Mastercard,ICICI,credit,
recon_W7673UBLBV03DS,payment,0,406646,414470,INR,6631,1193,False,True,1740767400,1741026600,setl_GMALWVMB0IDD0W,Payment for Standard Tier,"{""order"": ""order_0QBKERN6YJMK3T""}",pay_MTN29TNYFM7VH3,UTR58424451606,order_0QBKERN6YJMK3T,INV-20323,wallet,,,,
recon_O11K09NTN8EOHD,payment,0,111188,113599,INR,2044,367,False,True,1740861000,1741033800,setl_XUCR9C0TK1QQFV,Payment for Platform Access,"{""order"": ""order_VTRUML3F4RTGOO""}",pay_XJQ2WDIZHW0VQP,UTR59925838609,order_VTRUML3F4RTGOO,INV-47925,upi,,,,
recon_EGOM62HDXC6RIJ,payment,0,33541,34351,INR,687,123,False,True,1740958200,1741044600,setl_FQ8ABY595CPJZE,Payment for Platform Access,"{""order"": ""order_K6HQIV929SEVL7""}",pay_OWWEW9V08LIUQD,UTR23417722009,order_K6HQIV929SEVL7,INV-48704,wallet,,,,
recon_YLQJJBFSA5UZLZ,payment,0,40446,41423,INR,828,149,False,True,1740960585,1741131000,setl_1XTAR0KO31NZSX,Payment for Platform Access,"{""order"": ""order_K6HQIV929SEVL7""}",pay_N05XT54FN5G77L,UTR90853741136,order_K6HQIV929SEVL7,INV-48704,wallet,,,,
recon_FCPK7PWTG21HSL,payment,0,80453,82198,INR,1479,266,False,True,1741026600,1741113000,setl_RUU5E51H3WQA1V,Payment for Add-on Module,"{""order"": ""order_IVUQT2LWHEDHTH""}",pay_DLCTT058CUIJ0Y,UTR12094142051,order_IVUQT2LWHEDHTH,INV-79520,wallet,,,,
recon_QY7HYLGOGFXLSR,payment,0,61768,63107,INR,1135,204,False,True,1741029098,1741199400,setl_RGSS8K5IJULP98,Payment for Add-on Module,"{""order"": ""order_IVUQT2LWHEDHTH""}",pay_XIYQBVTDG3C6SC,UTR82904296987,order_IVUQT2LWHEDHTH,INV-79520,wallet,,,,
recon_SY3PAUA3AIPJIY,payment,0,21798,22324,INR,446,80,False,True,1741105800,1741192200,setl_23C9NU985LTKMC,Payment for Top-up Credit,"{""order"": ""order_0HLINH8JV7FXP3""}",pay_TPKQ5C9035VUUP,UTR72129773550,order_0HLINH8JV7FXP3,INV-52810,card,Visa,ICICI,debit,
recon_TXH376ZUGFLDT8,payment,0,42206,43225,INR,864,155,False,True,1741106021,1741278600,setl_CDUEFS4UQXGCY3,Payment for Top-up Credit,"{""order"": ""order_0HLINH8JV7FXP3""}",pay_LTXU3YF15Z08N1,UTR96553062756,order_0HLINH8JV7FXP3,INV-52810,card,Visa,ICICI,debit,
recon_S2FX0ZKWIJ0KZQ,payment,0,123632,126314,INR,2273,409,False,True,1741181400,1741267800,setl_BQ0FOT10GDMIPC,Payment for Platform Access,"{""order"": ""order_F3YN72BHON4WBA""}",pay_8XIZX35A806B4G,UTR74838536939,order_F3YN72BHON4WBA,INV-87435,upi,,,,
recon_SU51EPXU7B6NBH,payment,0,167960,171603,INR,3088,555,False,True,1741182206,1741354200,setl_8QO6P43AR6JLT8,Payment for Platform Access,"{""order"": ""order_F3YN72BHON4WBA""}",pay_ASFQBVH0KW3PGS,UTR38223258903,order_F3YN72BHON4WBA,INV-87435,upi,,,,
recon_KE0QC96MJ9N6EQ,payment,0,190021,194143,INR,3494,628,False,True,1741296600,1741383000,setl_COF3138I2XOG4C,Payment for Annual License,"{""order"": ""order_K686QE7AJUL7W8""}",pay_4HA0MVF4S2NI8T,UTR94303961993,order_K686QE7AJUL7W8,INV-86674,netbanking,,,,
recon_GZ5RKSD085I4RZ,payment,0,100421,102599,INR,1846,332,False,True,1741298431,1741469400,setl_8J6E07FPY1AELD,Payment for Annual License,"{""order"": ""order_K686QE7AJUL7W8""}",pay_NDFWW41F7V4K88,UTR42088170240,order_K686QE7AJUL7W8,INV-86674,netbanking,,,,
recon_R39IIXHAIAW4OT,payment,0,30372,31105,INR,622,111,False,True,1741347000,1741433400,setl_NFGAGLSXKUGWCD,Payment for Basic Subscription,"{""order"": ""order_8LL6DOWX1H4RMP""}",pay_KOBQ6MYM8J2LZW,UTR22759253798,order_8LL6DOWX1H4RMP,INV-84460,card,Mastercard,ICICI,debit,
recon_GGSOU6NJ2N2PN7,payment,0,24630,25224,INR,504,90,False,True,1741348021,1741519800,setl_Z6X4FMMEN4052W,Payment for Basic Subscription,"{""order"": ""order_8LL6DOWX1H4RMP""}",pay_1FU5X012GRDMT2,UTR71095157558,order_8LL6DOWX1H4RMP,INV-84460,card,Mastercard,ICICI,debit,
recon_BT873LKMGS6RV9,payment,0,66188,67624,INR,1217,219,False,True,1741462200,1741548600,setl_MXCQDJ5CUYDA9A,Payment for Consultation Fee,"{""order"": ""order_ZY2NR4GLGPJDJH""}",pay_I2SO19V58B1V1C,UTR88916451940,order_ZY2NR4GLGPJDJH,INV-54223,card,Mastercard,AXIS,credit,
recon_77TNQETMNI3GOM,payment,0,62245,63594,INR,1144,205,False,True,1741464227,1741635000,setl_LL2UNCGWRT9DYF,Payment for Consultation Fee,"{""order"": ""order_ZY2NR4GLGPJDJH""}",pay_COFH9194B70LDO,UTR34790480835,order_ZY2NR4GLGPJDJH,INV-54223,card,Mastercard,AXIS,credit,
recon_BNDYCPN0P1XS91,payment,0,129674,132487,INR,2384,429,False,True,1741523400,1741609800,setl_AYB1EYCEF2CTG0,Payment for Basic Subscription,"{""order"": ""order_Z6L7X6OA3N4G2J""}",pay_QGHLZRUWBN6EK6,UTR74577819097,order_Z6L7X6OA3N4G2J,INV-51670,netbanking,,,,
recon_BAF4JGQ6CN8SIW,payment,0,94028,96068,INR,1729,311,False,True,1741524835,1741696200,setl_8ZZKK4J1O5HD4H,Payment for Basic Subscription,"{""order"": ""order_Z6L7X6OA3N4G2J""}",pay_X6LGOI7OFVWJ7Y,UTR24941417230,order_Z6L7X6OA3N4G2J,INV-51670,netbanking,,,,
recon_A5B4L6HFH4N6V3,payment,0,125825,128554,INR,2313,416,False,True,1741609800,1741696200,setl_BHTFNSGPYNYJ0U,Payment for Top-up Credit,"{""order"": ""order_W6T1OXHFDXK31W""}",pay_5NA2FQZTIO4M7P,UTR25789113301,order_W6T1OXHFDXK31W,INV-72270,wallet,,,,
recon_MGK2F5FE6OUWZK,payment,0,86578,88456,INR,1592,286,False,True,1741613333,1741782600,setl_FO2HOQ5E7L7W05,Payment for Top-up Credit,"{""order"": ""order_W6T1OXHFDXK31W""}",pay_P0PNNLO0HHGH5X,UTR21969911775,order_W6T1OXHFDXK31W,INV-72270,wallet,,,,
recon_GAGHFT9ZZCGL9F,payment,0,42752,43784,INR,875,157,False,True,1741692600,1741779000,setl_35WFW5Q52DEZH0,Payment for Add-on Module,"{""order"": ""order_LSE33DCNF225AA""}",pay_CTE9W0AN6NBYZM,UTR75223652028,order_LSE33DCNF225AA,INV-93269,wallet,,,,
recon_4KOXHJMIA6YKFC,payment,0,92684,94694,INR,1704,306,False,True,1741694683,1741865400,setl_CD8A2IBCLTRH9V,Payment for Add-on Module,"{""order"": ""order_LSE33DCNF225AA""}",pay_242OM7ZTRJ67DX,UTR90213493539,order_LSE33DCNF225AA,INV-93269,wallet,,,,
recon_RV68JQ12JF4CIW,payment,0,98889,101034,INR,1818,327,False,True,1741782600,1741869000,setl_CQPHLI5L692TUL,Payment for Annual License,"{""order"": ""order_ALFWYPEEK035N8""}",pay_VGDOFMAOK8TIR0,UTR30401920697,order_ALFWYPEEK035N8,INV-52888,netbanking,,,,
recon_MWU28RL5H3G7VK,payment,0,61502,62836,INR,1131,203,False,True,1741782908,1741955400,setl_GELW8IVI3RQASD,Payment for Annual License,"{""order"": ""order_ALFWYPEEK035N8""}",pay_P8F8C8CLRKI72O,UTR55628044623,order_ALFWYPEEK035N8,INV-52888,netbanking,,,,
recon_END7H10KYHVKQX,payment,0,81854,83629,INR,1505,270,False,True,1741876200,1741962600,setl_CHBIRMC5S3OFAW,Payment for Basic Subscription,"{""order"": ""order_B188ELNWOSKAZO""}",pay_FDFZDMMCMCOCO2,UTR81605034933,order_B188ELNWOSKAZO,INV-40121,upi,,,,
recon_U5JSLHGMRZZQO1,payment,0,150194,153453,INR,2762,497,False,True,1741878273,1742049000,setl_WJNN41JH6OXQQ8,Payment for Basic Subscription,"{""order"": ""order_B188ELNWOSKAZO""}",pay_ZTDHF15ICYAXZR,UTR64846803951,order_B188ELNWOSKAZO,INV-40121,upi,,,,
recon_A7XFIZME02TOXO,payment,0,101088,103281,INR,1859,334,False,True,1741955400,1742041800,setl_RTMPV5LMQ15FBS,Payment for Annual License,"{""order"": ""order_FXNTF0MGOQMK31""}",pay_9UBC1KKR2AJ5IQ,UTR85167870389,order_FXNTF0MGOQMK31,INV-85631,wallet,,,,
recon_MO1DXQ46GA2SDF,payment,0,58818,60093,INR,1081,194,False,True,1741955755,1742128200,setl_4WVT3F2F3HYCPE,Payment for Annual License,"{""order"": ""order_FXNTF0MGOQMK31""}",pay_AX54P8RI4BNVQR,UTR78899772675,order_FXNTF0MGOQMK31,INV-85631,wallet,,,,
recon_DGHXTUR8XUEBHK,payment,0,27893,28566,INR,571,102,False,True,1742038200,1742124600,setl_I5VRZ38EFE9VAR,Payment for Monthly Pass,"{""order"": ""order_BVPY8CRIN0XGNK""}",pay_NMVQLTZQWDYVYB,UTR63578108639,order_BVPY8CRIN0XGNK,INV-61211,upi,,,,
recon_AC2EXVA5E742GR,payment,0,42164,43182,INR,863,155,False,True,1742040220,1742211000,setl_2PZ6NTPBPZCD5X,Payment for Monthly Pass,"{""order"": ""order_BVPY8CRIN0XGNK""}",pay_SCGJU2T0JESGQ4,UTR23475577028,order_BVPY8CRIN0XGNK,INV-61211,upi,,,,
recon_9WRDPLFE19BCDT,payment,0,94158,96200,INR,1731,311,False,True,1742139000,1742225400,setl_YZTHQSE0KIVWM5,Payment for Top-up Credit,"{""order"": ""order_G9GMYKVYGW22YG""}",pay_4V74QR14VUYV2E,UTR72255789791,order_G9GMYKVYGW22YG,INV-26701,card,Amex,ICICI,debit,
recon_27YH6UAMWJPIWU,payment,0,73963,75567,INR,1360,244,False,True,1742140152,1742311800,setl_3NOZ7QMJCENTOC,Payment for Top-up Credit,"{""order"": ""order_G9GMYKVYGW22YG""}",pay_MY9TWCW75VI7LI,UTR89674410096,order_G9GMYKVYGW22YG,INV-26701,card,Amex,ICICI,debit,
recon_2T2TNGTG2LGJ3S,payment,0,94317,96363,INR,1734,312,False,True,1742225400,1742311800,setl_FWTJSJFFP5GOFC,Payment for Consultation Fee,"{""order"": ""order_J6JFHVSTHBNBIZ""}",pay_FC4YGOHMJZ6N58,UTR18920850963,order_J6JFHVSTHBNBIZ,INV-17451,netbanking,,,,
recon_OGQ4IVN2QQZZFV,payment,0,54148,55322,INR,995,179,False,True,1742225633,1742398200,setl_5WU2550KQPGA8V,Payment for Consultation Fee,"{""order"": ""order_J6JFHVSTHBNBIZ""}",pay_YUXCZAUMAPQPPM,UTR26204208607,order_J6JFHVSTHBNBIZ,INV-17451,netbanking,,,,
recon_6FYEY3M0NQ8UT6,payment,0,98653,100793,INR,1814,326,False,True,1742311800,1742398200,setl_B20UC87NXP0JF6,Payment for Enterprise Package,"{""order"": ""order_HSAO2QWKBSEPR1""}",pay_QOB867KBQNXPVM,UTR31759284709,order_HSAO2QWKBSEPR1,INV-53332,card,Amex,HDFC,credit,
recon_WLFYZSKV6IARLS,payment,0,69940,71457,INR,1286,231,False,True,1742313903,1742484600,setl_DNOBK8HUP3FTJ6,Payment for Enterprise Package,"{""order"": ""order_HSAO2QWKBSEPR1""}",pay_SR75RMG7F9FZJA,UTR17983659837,order_HSAO2QWKBSEPR1,INV-53332,card,Amex,HDFC,credit,
recon_YY0KZ6XNOMB42O,payment,0,24825,25424,INR,508,91,False,True,1742387400,1742473800,setl_B4XZ3MSKZO3I9L,Payment for Annual License,"{""order"": ""order_DVWS3KCVJXZDVY""}",pay_TRD83X9AGE9NY3,UTR77511046788,order_DVWS3KCVJXZDVY,INV-75223,upi,,,,
recon_Q825Q30ZX815G5,payment,0,49881,50963,INR,917,165,False,True,1742388132,1742560200,setl_LIFFCVEDQFC1YU,Payment for Annual License,"{""order"": ""order_DVWS3KCVJXZDVY""}",pay_MUB6LBU9W3GGO9,UTR67704323732,order_DVWS3KCVJXZDVY,INV-75223,upi,,,,
recon_YKC2MNG806W819,payment,0,141131,144193,INR,2595,467,False,True,1742473800,1742560200,setl_E0JXYO6HFD7LTT,Payment for Top-up Credit,"{""order"": ""order_XKEI9ULTHYCX8A""}",pay_KXBI6JJTB8QOP8,UTR86362532221,order_XKEI9ULTHYCX8A,INV-31271,wallet,,,,
recon_FF3TR7WB42P31O,payment,0,121999,124645,INR,2243,403,False,True,1742474546,1742646600,setl_C954AI2278EQE1,Payment for Top-up Credit,"{""order"": ""order_XKEI9ULTHYCX8A""}",pay_2J3TPS82XLVB9H,UTR80717913096,order_XKEI9ULTHYCX8A,INV-31271,wallet,,,,
recon_PWN3KE9OUJW6ZJ,payment,0,36276,37152,INR,743,133,False,True,1742567400,1742653800,setl_D8A6B3ODF76IMG,Payment for Basic Subscription,"{""order"": ""order_75T6XDO7L5DL0E""}",pay_9NR0OAKGDESVDE,UTR39385479847,order_75T6XDO7L5DL0E,INV-89332,wallet,,,,
recon_R9OGJEGXEYEB90,payment,0,51841,52965,INR,953,171,False,True,1742570455,1742740200,setl_7ZD3Q0E03YIOY5,Payment for Basic Subscription,"{""order"": ""order_75T6XDO7L5DL0E""}",pay_91LEUUCBL116CZ,UTR85130371716,order_75T6XDO7L5DL0E,INV-89332,wallet,,,,
recon_X66D7WDJV07IRJ,refund,55592,0,55592,INR,0,0,False,True,1742815800,1742902200,setl_NW6L4M1TRPUYD6,Refund - Monthly Pass,"{""order"": ""order_I874U77W9A8LYT""}",pay_H548JRPE2XN9TX,UTR66828019822,order_I874U77W9A8LYT,INV-31893,netbanking,,,,
recon_WCZT0LFJ4B121Y,refund,96725,0,96725,INR,0,0,False,True,1742905800,1742992200,setl_IZ8ER6U0ESTIE6,Refund - Renewal,"{""order"": ""order_876795F9TU8PV2""}",pay_EE6HW5KYFC6RAN,UTR85621065673,order_876795F9TU8PV2,INV-13977,netbanking,,,,
recon_8WF8NK5G2ZNTGG,refund,75721,0,75721,INR,0,0,False,True,1743111000,1743197400,setl_R7SN1TCJFCZWKG,Refund - Consultation Fee,"{""order"": ""order_BHO4UW2AWW77GC""}",pay_NBPAVAJIMMNSTO,UTR98353577966,order_BHO4UW2AWW77GC,INV-13049,upi,,,,
recon_JB00ET7BNA2I7P,refund,56538,0,56538,INR,0,0,False,True,1743190200,1743276600,setl_0OAWHN2ECLCES1,Refund - Renewal,"{""order"": ""order_1LOQSOT56AG39B""}",pay_LZOHFDDVSZ2TVH,UTR24116853866,order_1LOQSOT56AG39B,INV-16076,card,Mastercard,AXIS,debit,
recon_XGHU9IVLX6X6SX,refund,73605,0,73605,INR,0,0,False,True,1743168600,1743255000,setl_TNN8ILDASLW9HG,Refund - Renewal,"{""order"": ""order_UZ2KGA99UF1ZWW""}",pay_HSJ0BI6ATQGKRY,UTR23702559428,order_UZ2KGA99UF1ZWW,INV-83551,netbanking,,,,
recon_E7M7H6OQ7QH96Y,refund,99872,0,99872,INR,0,0,False,True,1743460200,1743546600,setl_RPKFZQFO5YVMTD,Refund - Enterprise Package,"{""order"": ""order_HCGW33A8NCXCWC""}",pay_3LM7E41OFV14J6,UTR78171646559,order_HCGW33A8NCXCWC,INV-20301,netbanking,,,,
recon_VKTAF6BLBV0XT9,refund,23318,0,23318,INR,0,0,False,True,1743366600,1743453000,setl_FXGIMYDO5N1TQD,Refund - Service Charge,"{""order"": ""order_IEST9OMUQ0RZTW""}",pay_DFQ2YGGAFDR3TG,UTR62677381362,order_IEST9OMUQ0RZTW,INV-88410,wallet,,,,
recon_XS88UALRY3IGWE,refund,20222,0,20222,INR,0,0,False,True,1743442200,1743528600,setl_H7T6UDOJY6G107,Refund - Standard Tier,"{""order"": ""order_1O0LQBYG6G04JG""}",pay_W9RTNFW6SZF4LU,UTR57008521802,order_1O0LQBYG6G04JG,INV-98529,upi,,,,
recon_F8Y7P62ZKO0E49,refund,16002,0,16002,INR,0,0,False,True,1743636600,1743723000,setl_3PLE45B2NIXI8E,Refund - Annual License,"{""order"": ""order_PCL1S2QPKGRMM0""}",pay_ZXD82BMQW8EVRC,UTR26437167231,order_PCL1S2QPKGRMM0,INV-31981,card,Visa,ICICI,credit,
