id,order_id,amount,currency,status,method,captured,amount_refunded,refund_status,fee,tax,description,notes,created_at,settlement_id
pay_OWWEW9V08LIUQD,order_K6HQIV929SEVL7,34351,INR,captured,wallet,True,0,,687,123,Payment for Platform Access,"{""order"": ""order_K6HQIV929SEVL7""}",1740958200,setl_FQ8ABY595CPJZE
pay_N05XT54FN5G77L,order_K6HQIV929SEVL7,41423,INR,captured,wallet,True,0,,828,149,Payment for Platform Access,"{""order"": ""order_K6HQIV929SEVL7""}",1740961502,setl_1XTAR0KO31NZSX
pay_DLCTT058CUIJ0Y,order_IVUQT2LWHEDHTH,82198,INR,captured,wallet,True,0,,1479,266,Payment for Add-on Module,"{""order"": ""order_IVUQT2LWHEDHTH""}",1741026600,setl_RUU5E51H3WQA1V
pay_XIYQBVTDG3C6SC,order_IVUQT2LWHEDHTH,63107,INR,captured,wallet,True,0,,1135,204,Payment for Add-on Module,"{""order"": ""order_IVUQT2LWHEDHTH""}",1741028690,setl_RGSS8K5IJULP98
pay_TPKQ5C9035VUUP,order_0HLINH8JV7FXP3,22324,INR,captured,card,True,0,,446,80,Payment for Top-up Credit,"{""order"": ""order_0HLINH8JV7FXP3""}",1741105800,setl_23C9NU985LTKMC
pay_LTXU3YF15Z08N1,order_0HLINH8JV7FXP3,43225,INR,captured,card,True,0,,864,155,Payment for Top-up Credit,"{""order"": ""order_0HLINH8JV7FXP3""}",1741107719,setl_CDUEFS4UQXGCY3
pay_8XIZX35A806B4G,order_F3YN72BHON4WBA,126314,INR,captured,upi,True,0,,2273,409,Payment for Platform Access,"{""order"": ""order_F3YN72BHON4WBA""}",1741181400,setl_BQ0FOT10GDMIPC
pay_ASFQBVH0KW3PGS,order_F3YN72BHON4WBA,171603,INR,captured,upi,True,0,,3088,555,Payment for Platform Access,"{""order"": ""order_F3YN72BHON4WBA""}",1741182358,setl_8QO6P43AR6JLT8
pay_4HA0MVF4S2NI8T,order_K686QE7AJUL7W8,194143,INR,captured,netbanking,True,0,,3494,628,Payment for Annual License,"{""order"": ""order_K686QE7AJUL7W8""}",1741296600,setl_COF3138I2XOG4C
pay_NDFWW41F7V4K88,order_K686QE7AJUL7W8,102599,INR,captured,netbanking,True,0,,1846,332,Payment for Annual License,"{""order"": ""order_K686QE7AJUL7W8""}",1741298455,setl_8J6E07FPY1AELD
pay_KOBQ6MYM8J2LZW,order_8LL6DOWX1H4RMP,31105,INR,captured,card,True,0,,622,111,Payment for Basic Subscription,"{""order"": ""order_8LL6DOWX1H4RMP""}",1741347000,setl_NFGAGLSXKUGWCD
pay_1FU5X012GRDMT2,order_8LL6DOWX1H4RMP,25224,INR,captured,card,True,0,,504,90,Payment for Basic Subscription,"{""order"": ""order_8LL6DOWX1H4RMP""}",1741347167,setl_Z6X4FMMEN4052W
pay_I2SO19V58B1V1C,order_ZY2NR4GLGPJDJH,67624,INR,captured,card,True,0,,1217,219,Payment for Consultation Fee,"{""order"": ""order_ZY2NR4GLGPJDJH""}",1741462200,setl_MXCQDJ5CUYDA9A
pay_COFH9194B70LDO,order_ZY2NR4GLGPJDJH,63594,INR,captured,card,True,0,,1144,205,Payment for Consultation Fee,"{""order"": ""order_ZY2NR4GLGPJDJH""}",1741464808,setl_LL2UNCGWRT9DYF
pay_QGHLZRUWBN6EK6,order_Z6L7X6OA3N4G2J,132487,INR,captured,netbanking,True,0,,2384,429,Payment for Basic Subscription,"{""order"": ""order_Z6L7X6OA3N4G2J""}",1741523400,setl_AYB1EYCEF2CTG0
pay_X6LGOI7OFVWJ7Y,order_Z6L7X6OA3N4G2J,96068,INR,captured,netbanking,True,0,,1729,311,Payment for Basic Subscription,"{""order"": ""order_Z6L7X6OA3N4G2J""}",1741524396,setl_8ZZKK4J1O5HD4H
pay_5NA2FQZTIO4M7P,order_W6T1OXHFDXK31W,128554,INR,captured,wallet,True,0,,2313,416,Payment for Top-up Credit,"{""order"": ""order_W6T1OXHFDXK31W""}",1741609800,setl_BHTFNSGPYNYJ0U
pay_P0PNNLO0HHGH5X,order_W6T1OXHFDXK31W,88456,INR,captured,wallet,True,0,,1592,286,Payment for Top-up Credit,"{""order"": ""order_W6T1OXHFDXK31W""}",1741609947,setl_FO2HOQ5E7L7W05
pay_CTE9W0AN6NBYZM,order_LSE33DCNF225AA,43784,INR,captured,wallet,True,0,,875,157,Payment for Add-on Module,"{""order"": ""order_LSE33DCNF225AA""}",1741692600,setl_35WFW5Q52DEZH0
pay_242OM7ZTRJ67DX,order_LSE33DCNF225AA,94694,INR,captured,wallet,True,0,,1704,306,Payment for Add-on Module,"{""order"": ""order_LSE33DCNF225AA""}",1741694472,setl_CD8A2IBCLTRH9V
pay_VGDOFMAOK8TIR0,order_ALFWYPEEK035N8,101034,INR,captured,netbanking,True,0,,1818,327,Payment for Annual License,"{""order"": ""order_ALFWYPEEK035N8""}",1741782600,setl_CQPHLI5L692TUL
pay_P8F8C8CLRKI72O,order_ALFWYPEEK035N8,62836,INR,captured,netbanking,True,0,,1131,203,Payment for Annual License,"{""order"": ""order_ALFWYPEEK035N8""}",1741784827,setl_GELW8IVI3RQASD
pay_FDFZDMMCMCOCO2,order_B188ELNWOSKAZO,83629,INR,captured,upi,True,0,,1505,270,Payment for Basic Subscription,"{""order"": ""order_B188ELNWOSKAZO""}",1741876200,setl_CHBIRMC5S3OFAW
pay_ZTDHF15ICYAXZR,order_B188ELNWOSKAZO,153453,INR,captured,upi,True,0,,2762,497,Payment for Basic Subscription,"{""order"": ""order_B188ELNWOSKAZO""}",1741877017,setl_WJNN41JH6OXQQ8
pay_9UBC1KKR2AJ5IQ,order_FXNTF0MGOQMK31,103281,INR,captured,wallet,True,0,,1859,334,Payment for Annual License,"{""order"": ""order_FXNTF0MGOQMK31""}",1741955400,setl_RTMPV5LMQ15FBS
pay_AX54P8RI4BNVQR,order_FXNTF0MGOQMK31,60093,INR,captured,wallet,True,0,,1081,194,Payment for Annual License,"{""order"": ""order_FXNTF0MGOQMK31""}",1741957817,setl_4WVT3F2F3HYCPE
pay_NMVQLTZQWDYVYB,order_BVPY8CRIN0XGNK,28566,INR,captured,upi,True,0,,571,102,Payment for Monthly Pass,"{""order"": ""order_BVPY8CRIN0XGNK""}",1742038200,setl_I5VRZ38EFE9VAR
pay_SCGJU2T0JESGQ4,order_BVPY8CRIN0XGNK,43182,INR,captured,upi,True,0,,863,155,Payment for Monthly Pass,"{""order"": ""order_BVPY8CRIN0XGNK""}",1742038923,setl_2PZ6NTPBPZCD5X
pay_4V74QR14VUYV2E,order_G9GMYKVYGW22YG,96200,INR,captured,card,True,0,,1731,311,Payment for Top-up Credit,"{""order"": ""order_G9GMYKVYGW22YG""}",1742139000,setl_YZTHQSE0KIVWM5
pay_MY9TWCW75VI7LI,order_G9GMYKVYGW22YG,75567,INR,captured,card,True,0,,1360,244,Payment for Top-up Credit,"{""order"": ""order_G9GMYKVYGW22YG""}",1742139268,setl_3NOZ7QMJCENTOC
pay_FC4YGOHMJZ6N58,order_J6JFHVSTHBNBIZ,96363,INR,captured,netbanking,True,0,,1734,312,Payment for Consultation Fee,"{""order"": ""order_J6JFHVSTHBNBIZ""}",1742225400,setl_FWTJSJFFP5GOFC
pay_YUXCZAUMAPQPPM,order_J6JFHVSTHBNBIZ,55322,INR,captured,netbanking,True,0,,995,179,Payment for Consultation Fee,"{""order"": ""order_J6JFHVSTHBNBIZ""}",1742228807,setl_5WU2550KQPGA8V
pay_QOB867KBQNXPVM,order_HSAO2QWKBSEPR1,100793,INR,captured,card,True,0,,1814,326,Payment for Enterprise Package,"{""order"": ""order_HSAO2QWKBSEPR1""}",1742311800,setl_B20UC87NXP0JF6
pay_SR75RMG7F9FZJA,order_HSAO2QWKBSEPR1,71457,INR,captured,card,True,0,,1286,231,Payment for Enterprise Package,"{""order"": ""order_HSAO2QWKBSEPR1""}",1742313778,setl_DNOBK8HUP3FTJ6
pay_TRD83X9AGE9NY3,order_DVWS3KCVJXZDVY,25424,INR,captured,upi,True,0,,508,91,Payment for Annual License,"{""order"": ""order_DVWS3KCVJXZDVY""}",1742387400,setl_B4XZ3MSKZO3I9L
pay_MUB6LBU9W3GGO9,order_DVWS3KCVJXZDVY,50963,INR,captured,upi,True,0,,917,165,Payment for Annual License,"{""order"": ""order_DVWS3KCVJXZDVY""}",1742390099,setl_LIFFCVEDQFC1YU
pay_KXBI6JJTB8QOP8,order_XKEI9ULTHYCX8A,144193,INR,captured,wallet,True,0,,2595,467,Payment for Top-up Credit,"{""order"": ""order_XKEI9ULTHYCX8A""}",1742473800,setl_E0JXYO6HFD7LTT
pay_2J3TPS82XLVB9H,order_XKEI9ULTHYCX8A,124645,INR,captured,wallet,True,0,,2243,403,Payment for Top-up Credit,"{""order"": ""order_XKEI9ULTHYCX8A""}",1742475831,setl_C954AI2278EQE1
pay_9NR0OAKGDESVDE,order_75T6XDO7L5DL0E,37152,INR,captured,wallet,True,0,,743,133,Payment for Basic Subscription,"{""order"": ""order_75T6XDO7L5DL0E""}",1742567400,setl_D8A6B3ODF76IMG
pay_91LEUUCBL116CZ,order_75T6XDO7L5DL0E,52965,INR,captured,wallet,True,0,,953,171,Payment for Basic Subscription,"{""order"": ""order_75T6XDO7L5DL0E""}",1742567703,setl_7ZD3Q0E03YIOY5
pay_H548JRPE2XN9TX,order_I874U77W9A8LYT,55592,INR,refunded,netbanking,True,55592,full,1000,180,Payment for Monthly Pass,"{""order"": ""order_I874U77W9A8LYT""}",1742643000,setl_NW6L4M1TRPUYD6
pay_FJNJD5SLOC8D6J,order_UAGDL1J2VWY8UM,55402,INR,captured,netbanking,True,0,,997,179,Payment for Monthly Pass,"{""order"": ""order_UAGDL1J2VWY8UM""}",1742657400,setl_O9CY9PE0HDJ7O9
pay_EE6HW5KYFC6RAN,order_876795F9TU8PV2,96725,INR,refunded,netbanking,True,96725,full,1741,313,Payment for Renewal,"{""order"": ""order_876795F9TU8PV2""}",1742733000,setl_IZ8ER6U0ESTIE6
pay_TY6D1HFDI3JSTY,order_KJH01AONT75EZ6,96685,INR,captured,netbanking,True,0,,1740,313,Payment for Renewal,"{""order"": ""order_KJH01AONT75EZ6""}",1742751000,setl_TMTJLEGP4H2HWS
pay_NBPAVAJIMMNSTO,order_BHO4UW2AWW77GC,75721,INR,refunded,upi,True,75721,full,1362,245,Payment for Consultation Fee,"{""order"": ""order_BHO4UW2AWW77GC""}",1742851800,setl_R7SN1TCJFCZWKG
pay_UIFJILXN32NBZW,order_JBEO4EUTAWJ4G8,75857,INR,captured,upi,True,0,,1365,245,Payment for Consultation Fee,"{""order"": ""order_JBEO4EUTAWJ4G8""}",1742866200,setl_KA51E04PD8JQBO
pay_LZOHFDDVSZ2TVH,order_1LOQSOT56AG39B,56538,INR,refunded,card,True,56538,full,1017,183,Payment for Renewal,"{""order"": ""order_1LOQSOT56AG39B""}",1742931000,setl_0OAWHN2ECLCES1
pay_VWHHOLI54087WS,order_D2EEV7INRZJK9E,56236,INR,captured,card,True,0,,1012,182,Payment for Renewal,"{""order"": ""order_D2EEV7INRZJK9E""}",1742938200,setl_MAF9H3FHVFIJMC
pay_HSJ0BI6ATQGKRY,order_UZ2KGA99UF1ZWW,73605,INR,refunded,netbanking,True,73605,full,1324,238,Payment for Renewal,"{""order"": ""order_UZ2KGA99UF1ZWW""}",1742995800,setl_TNN8ILDASLW9HG
pay_T6EBIN0BYQYVBN,order_1UN2KTVV0Y9Q6K,73539,INR,captured,netbanking,True,0,,1323,238,Payment for Renewal,"{""order"": ""order_1UN2KTVV0Y9Q6K""}",1743006600,setl_21PU8BWAUFXQP6
pay_3LM7E41OFV14J6,order_HCGW33A8NCXCWC,99872,INR,refunded,netbanking,True,99872,full,1797,323,Payment for Enterprise Package,"{""order"": ""order_HCGW33A8NCXCWC""}",1743114600,setl_RPKFZQFO5YVMTD
pay_43F1AYSV6O9E9N,order_0BOGWHUPOF0HKA,100275,INR,captured,netbanking,True,0,,1804,324,Payment for Enterprise Package,"{""order"": ""order_0BOGWHUPOF0HKA""}",1743129000,setl_79U7C1A7YJ8HQD
pay_DFQ2YGGAFDR3TG,order_IEST9OMUQ0RZTW,23318,INR,refunded,wallet,True,23318,full,466,83,Payment for Service Charge,"{""order"": ""order_IEST9OMUQ0RZTW""}",1743193800,setl_FXGIMYDO5N1TQD
pay_WJ7PUM32YP15I3,order_O7ERC4R6S34A1N,23225,INR,captured,wallet,True,0,,464,83,Payment for Service Charge,"{""order"": ""order_O7ERC4R6S34A1N""}",1743215400,setl_CX7CULOQVBV1JP
pay_W9RTNFW6SZF4LU,order_1O0LQBYG6G04JG,20222,INR,refunded,upi,True,20222,full,404,72,Payment for Standard Tier,"{""order"": ""order_1O0LQBYG6G04JG""}",1743269400,setl_H7T6UDOJY6G107
pay_R02TYAXY2NZ5X5,order_SQOF3WGI8Y0423,20708,INR,captured,upi,True,0,,414,74,Payment for Standard Tier,"{""order"": ""order_SQOF3WGI8Y0423""}",1743287400,setl_G8HZMVYD47DZNA
pay_ZXD82BMQW8EVRC,order_PCL1S2QPKGRMM0,16002,INR,refunded,card,True,16002,full,320,57,Payment for Annual License,"{""order"": ""order_PCL1S2QPKGRMM0""}",1743377400,setl_3PLE45B2NIXI8E
pay_0ERJE4S4MFEL33,order_YTMV82LZWGE868,15518,INR,captured,card,True,0,,310,55,Payment for Annual License,"{""order"": ""order_YTMV82LZWGE868""}",1743388200,setl_LRSWP0YKKSWNWZ
pay_RL0NWRN57LWS1Y,order_07X887LGUUW058,33192,INR,refunded,netbanking,True,33192,full,663,119,Payment for Consultation Fee,"{""order"": ""order_07X887LGUUW058""}",1743463800,setl_HULPRX05H3K7UJ
pay_Q6T0OTGPEQCYH2,order_02XVXITIFXZIU6,33497,INR,captured,netbanking,True,0,,669,120,Payment for Consultation Fee,"{""order"": ""order_02XVXITIFXZIU6""}",1743481800,setl_ZE6V4UAUPFLYV1
pay_CU2LQM585U7D2X,order_9CYRVEOW0EF578,40970,INR,refunded,wallet,True,40970,full,819,147,Payment for Add-on Module,"{""order"": ""order_9CYRVEOW0EF578""}",1743514200,setl_M0TPI70HKGNHAG
pay_G770XDHJ5SC36U,order_O1FE1YEND6BWBE,41414,INR,captured,wallet,True,0,,828,149,Payment for Add-on Module,"{""order"": ""order_O1FE1YEND6BWBE""}",1743521400,setl_DK2YWFMAX9FKE4
pay_E4T8DL8F5WAZ5B,order_MK48J4E3QABCE2,87438,INR,refunded,wallet,True,87438,full,1573,283,Payment for Enterprise Package,"{""order"": ""order_MK48J4E3QABCE2""}",1743593400,setl_0NDV5DMCDSODBZ
pay_CAN68U1QP2WNV2,order_EH30OIQJ7RPBAD,86960,INR,captured,wallet,True,0,,1565,281,Payment for Enterprise Package,"{""order"": ""order_EH30OIQJ7RPBAD""}",1743604200,setl_88RHOEHAPM4YQZ
pay_2BVS3K337OV9WX,order_JIGLG08YVU69QA,51293,INR,refunded,upi,True,51293,full,923,166,Payment for Consultation Fee,"{""order"": ""order_JIGLG08YVU69QA""}",1743723000,setl_FXA2WD7772IY1U
pay_HVY3NUKONDHKBR,order_Z6FP9XAQS3TGDB,51048,INR,captured,upi,True,0,,918,165,Payment for Consultation Fee,"{""order"": ""order_Z6FP9XAQS3TGDB""}",1743737400,setl_66DQA4SVKXB3CT
pay_6DUEPRTIRY3TI0,order_TZ7PJSFPFMNF7U,40059,INR,refunded,upi,True,40059,full,801,144,Payment for Top-up Credit,"{""order"": ""order_TZ7PJSFPFMNF7U""}",1743802200,setl_9OF9SVCA3DC9E6
pay_M2Q22YOKBVPX4N,order_IWJTA882JOZIBP,40289,INR,captured,upi,True,0,,805,144,Payment for Top-up Credit,"{""order"": ""order_IWJTA882JOZIBP""}",1743823800,setl_395ZDHZ6M9BJUD
pay_9OWP7NL6DMJLXD,order_C3T13HLOZESJNC,81554,INR,refunded,netbanking,True,81554,full,1467,264,Payment for Standard Tier,"{""order"": ""order_C3T13HLOZESJNC""}",1743885000,setl_0UPRB2JA2LPN1M
pay_W0YCYRNZNZMCCY,order_RBVXKETUGKNN52,81486,INR,captured,netbanking,True,0,,1466,263,Payment for Standard Tier,"{""order"": ""order_RBVXKETUGKNN52""}",1743895800,setl_18GSVPI2JONEW1
pay_767JEZ24WPFDFH,order_8GEYZILJ29JB8J,32660,INR,refunded,card,True,32660,full,653,117,Payment for Monthly Pass,"{""order"": ""order_8GEYZILJ29JB8J""}",1743967800,setl_0R709Q6OHXXYFG
pay_J05MPZ05TQM3G9,order_XKQ054CFG79KT1,32751,INR,captured,card,True,0,,655,117,Payment for Monthly Pass,"{""order"": ""order_XKQ054CFG79KT1""}",1743989400,setl_MAT2C283JZGN99
pay_02UPVSF5YC9LUE,order_3XVFIUD99XRO37,77173,INR,refunded,card,True,77173,full,1389,250,Payment for Service Charge,"{""order"": ""order_3XVFIUD99XRO37""}",1744043400,setl_YNPE6SWYU2RNAD
pay_RJQENBD0V0NJJ6,order_U9SSBU7GE3AI6A,77349,INR,captured,card,True,0,,1392,250,Payment for Service Charge,"{""order"": ""order_U9SSBU7GE3AI6A""}",1744047000,setl_6KLI7V12J21TEL
pay_PHTN0UONQAIPT6,order_YIADPZ9Q8SU5NK,11971,INR,refunded,netbanking,True,11971,full,239,43,Payment for Platform Access,"{""order"": ""order_YIADPZ9Q8SU5NK""}",1744119000,setl_D0RNGCT2XFDZOE
pay_UR9XRWNNVGQCQN,order_C419U772NS8ERK,11847,INR,captured,netbanking,True,0,,236,42,Payment for Platform Access,"{""order"": ""order_C419U772NS8ERK""}",1744137000,setl_7MVQ356J0JE3MK
pay_X1CENAGQ39XLP0,order_63X5ULZZIX2SOT,17722,INR,refunded,card,True,17722,full,354,63,Payment for Service Charge,"{""order"": ""order_63X5ULZZIX2SOT""}",1744212600,setl_LTH11BLF1XOYC6
pay_BN85P3EBQ3VYAR,order_H4MVKQE4DWZ79H,18027,INR,captured,card,True,0,,360,64,Payment for Service Charge,"{""order"": ""order_H4MVKQE4DWZ79H""}",1744219800,setl_TOJTBPGT9967ST
pay_WOW7L7J7Y96YG6,order_M2YVP6MPB4DPGE,17075,INR,refunded,netbanking,True,17075,full,341,61,Payment for Annual License,"{""order"": ""order_M2YVP6MPB4DPGE""}",1744317000,setl_KZH6EJEBHBW9KC
pay_26M8A41ZBLM576,order_VBM0YX6X3B9KYH,17278,INR,captured,netbanking,True,0,,345,62,Payment for Annual License,"{""order"": ""order_VBM0YX6X3B9KYH""}",1744324200,setl_9MW68M1INUFNCC
pay_2L4C0BB6PYMA1T,order_6SIF6DOHE7KY87,208765,INR,captured,netbanking,True,0,,3340,601,Payment for Enterprise Package,"{""order"": ""order_6SIF6DOHE7KY87""}",1744407000,setl_Q19U9Q44DVVPGB
pay_B9MIT3VHTN7SU6,order_2J8LBDSG1FBTWT,50627,INR,captured,upi,True,0,,911,163,Payment for Standard Tier,"{""order"": ""order_2J8LBDSG1FBTWT""}",1744489800,setl_W4IXFJJRKHE0SD
pay_7BI8TJWOFC57PA,order_CO58P8O85BIOFU,209072,INR,captured,netbanking,True,0,,3345,602,Payment for Basic Subscription,"{""order"": ""order_CO58P8O85BIOFU""}",1744561800,setl_2NCU22KB8OHL1Z
pay_TIJH33IC44TONZ,order_NQ06UJLQV62J16,201981,INR,captured,upi,True,0,,3231,581,Payment for Consultation Fee,"{""order"": ""order_NQ06UJLQV62J16""}",1744633800,setl_W8MINQ4O7VS8CH
pay_8YATYE737FENTD,order_7KFN8K6P62J4XY,205004,INR,captured,netbanking,True,0,,3280,590,Payment for Basic Subscription,"{""order"": ""order_7KFN8K6P62J4XY""}",1744738200,setl_BRXFX3AT253IQQ
pay_XUWRIENW34Y6FF,order_Y3IW6VGK4Y32HM,1946140,INR,captured,upi,True,0,,27245,4904,Payment for Renewal,"{""order"": ""order_Y3IW6VGK4Y32HM""}",1744813800,setl_EPDMBO6TQSOR81
pay_G59MNBO3WZ5I4E,order_BO2J3AYIUKEUF5,501543,INR,captured,upi,True,0,,7021,1263,Payment for Platform Access,"{""order"": ""order_BO2J3AYIUKEUF5""}",1744903800,setl_C1GXSKOUZXNLJR
pay_P6I29GPO1QMUTW,order_XPIWHWU6YHVWNL,1956523,INR,captured,upi,True,0,,27391,4930,Payment for Annual License,"{""order"": ""order_XPIWHWU6YHVWNL""}",1745011800,setl_BS0UMIFFVMAM3J
pay_FFOHK94W6WUUMO,order_7OPKLJ670LJC6W,202058,INR,captured,card,True,0,,3232,581,Payment for Basic Subscription,"{""order"": ""order_7OPKLJ670LJC6W""}",1745069400,setl_O7V1IZ4JQI55JS
pay_5TVGUW48TP37V7,order_JMKJLNDITN5KG3,205121,INR,captured,card,True,0,,3281,590,Payment for Platform Access,"{""order"": ""order_JMKJLNDITN5KG3""}",1745148600,setl_FYE4HQGOXAIQUS
pay_PP1VM3I0GXHC66,order_0UJRIHZ8EEKC8U,2019614,INR,captured,card,True,0,,24235,4362,Payment for Premium Plan,"{""order"": ""order_0UJRIHZ8EEKC8U""}",1745274600,setl_091DZ8XEBNP5O3
pay_5RY27VMVWJMV06,order_DDG680IUGA4FEG,48105,INR,captured,wallet,True,0,,962,173,Payment for Premium Plan,"{""order"": ""order_DDG680IUGA4FEG""}",1745350200,setl_YYJ5N860ATH9KP
pay_VLXUIIY3XGWK1G,order_PCXWAYMH0IT4BU,1957243,INR,captured,upi,True,0,,27401,4932,Payment for Annual License,"{""order"": ""order_PCXWAYMH0IT4BU""}",1745415000,setl_4I4CXGF8GC0S6E
pay_RS51ZEQWF1VVWU,order_SXSH0AHPO00ZCM,193695,INR,captured,card,True,0,,3486,627,Payment for Standard Tier,"{""order"": ""order_SXSH0AHPO00ZCM""}",1745533800,setl_HFMTGDLB3J56TA
pay_Z17A8RNXPWNUA6,order_TDXJ1WQQOQSD8P,51828,INR,captured,wallet,True,0,,932,167,Payment for Consultation Fee,"{""order"": ""order_TDXJ1WQQOQSD8P""}",1745598600,setl_4XTKXGY93FON8O
pay_U3DN1TJL2FX35L,order_G49FFQOKVC4GTJ,488517,INR,captured,wallet,True,0,,7816,1406,Payment for Standard Tier,"{""order"": ""order_G49FFQOKVC4GTJ""}",1745685000,setl_S1A5UGXBRYTIVR
pay_VBRX8U73NKBF2E,order_6WPRLPG7GVLHWX,491519,INR,captured,netbanking,True,0,,7864,1415,Payment for Renewal,"{""order"": ""order_6WPRLPG7GVLHWX""}",1745753400,setl_PBRRNTYLVVLD3I
pay_DQLQ1WMFPT00E2,order_QMK3UHK6HMRTIE,50475,INR,captured,card,True,0,,908,163,Payment for Renewal,"{""order"": ""order_QMK3UHK6HMRTIE""}",1745883000,setl_HC2YIX79PBRTG6
pay_A63YMDDVXKKXO0,order_SSW74WQNG6N1RW,506437,INR,captured,netbanking,True,0,,7090,1276,Payment for Renewal,"{""order"": ""order_SSW74WQNG6N1RW""}",1745955000,setl_U1ESEVGC0QTXXW
pay_UPPH3NWX0TAZ8A,order_4LEO0EU2CI4EUR,50534,INR,captured,card,True,0,,909,163,Payment for Annual License,"{""order"": ""order_4LEO0EU2CI4EUR""}",1746023400,setl_E5MIPUYLTDSEKC
pay_WHT37OJ98BYTE9,order_A6KSNJCZOBD9Q8,25762,INR,captured,wallet,True,0,,515,92,Payment for Platform Access,"{""order"": ""order_A6KSNJCZOBD9Q8""}",1746109800,setl_7UUBRJ174WYAGS
pay_AFPP7SDWYQTUV2,order_A6KSNJCZOBD9Q8,25762,INR,captured,wallet,True,0,,515,92,Payment for Platform Access,"{""order"": ""order_A6KSNJCZOBD9Q8""}",1746110045,setl_1KWQJL8EZ31T6E
pay_GNPYHRFOZG7FBV,order_GCRKFKJ6XHPD3B,38522,INR,captured,netbanking,True,0,,770,138,Payment for Annual License,"{""order"": ""order_GCRKFKJ6XHPD3B""}",1746192600,setl_IM28AQWD1BQFDT
pay_2I6OEUH8VAQVBD,order_GCRKFKJ6XHPD3B,38522,INR,captured,netbanking,True,0,,770,138,Payment for Annual License,"{""order"": ""order_GCRKFKJ6XHPD3B""}",1746192838,setl_NBS5XRGA3L7102
pay_SEUTLPF4G9H0Y0,order_3UDUURWUDKBU0T,40289,INR,captured,netbanking,True,0,,805,144,Payment for Monthly Pass,"{""order"": ""order_3UDUURWUDKBU0T""}",1746293400,setl_WAS1UDJOAU4DU0
pay_5ML51AATN209QV,order_369O8W429KJPQ8,40221,INR,captured,netbanking,True,0,,804,144,Payment for Monthly Pass,"{""order"": ""order_369O8W429KJPQ8""}",1746300097,setl_FIYHQ3Y8UQZBA2
pay_9E07PMEXJTNRP1,order_8TLTY7W29MAX6E,7280,INR,captured,upi,True,0,,145,26,Payment for Service Charge,"{""order"": ""order_8TLTY7W29MAX6E""}",1746361800,setl_K3AWLAR0WH0RFI
pay_I3661L08KGFP94,order_BQGBPADUSQB00G,7124,INR,captured,upi,True,0,,142,25,Payment for Service Charge,"{""order"": ""order_BQGBPADUSQB00G""}",1746386302,setl_UPROG710EQ8O9S
pay_7REDY0VQXO2DWN,order_G5EOL0TA8RD05N,45763,INR,captured,upi,True,0,,915,164,Payment for Standard Tier,"{""order"": ""order_G5EOL0TA8RD05N""}",1746487800,setl_NAEHPITZA7UY4S
pay_717YW1BSDX4W3L,order_9HCZDQ3W6BDJ7H,45946,INR,captured,upi,True,0,,918,165,Payment for Standard Tier,"{""order"": ""order_9HCZDQ3W6BDJ7H""}",1746527964,setl_AEQ1ZQ8DAYDW9F
pay_J9R3VP8LIM06ET,order_0V33LIFNCRN3TN,70980,INR,captured,card,True,0,,1277,229,Payment for Basic Subscription,"{""order"": ""order_0V33LIFNCRN3TN""}",1746531000,setl_3QINF2P091PQFM
pay_CQR3EV1RDNF4X1,order_KZIY75ITDL35JR,70792,INR,captured,card,True,0,,1274,229,Payment for Basic Subscription,"{""order"": ""order_KZIY75ITDL35JR""}",1746535939,setl_PAH3QN21R91R0H
pay_4OTBGDPUH4GBGO,order_3SFGHO4QHCG7FD,25812,INR,captured,upi,True,0,,516,92,Payment for Enterprise Package,"{""order"": ""order_3SFGHO4QHCG7FD""}",1746617400,setl_173C7Q25Y7KHG4
pay_8UTD9JYJ3CT5Q5,order_143XRV8DF2F5NK,25651,INR,captured,upi,True,0,,513,92,Payment for Enterprise Package,"{""order"": ""order_143XRV8DF2F5NK""}",1746697899,setl_G7NIE3FKP96AIU
pay_D5C21O6WW8EIRH,order_LZ6IOSTUZHG1GF,12782,INR,captured,card,True,0,,255,45,Payment for Top-up Credit,"{""order"": ""order_LZ6IOSTUZHG1GF""}",1746714600,setl_EOCIRIO74JLYS7
pay_RLNF6NV5XU6M9D,order_4OFPATM0TXE321,12955,INR,captured,card,True,0,,259,46,Payment for Top-up Credit,"{""order"": ""order_4OFPATM0TXE321""}",1746747854,setl_JD6Z6PQ1AUF0TJ
pay_15XD82IJKUV2VX,order_FGM1TM27O19QTG,15505,INR,captured,netbanking,True,0,,310,55,Payment for Service Charge,"{""order"": ""order_FGM1TM27O19QTG""}",1746797400,setl_XAIC0DHNHWEKQD
pay_O3PEOJ3M48NGC4,order_FGM1TM27O19QTG,15505,INR,captured,netbanking,True,0,,310,55,Payment for Service Charge,"{""order"": ""order_FGM1TM27O19QTG""}",1746797630,setl_VNAB87FRBOO703
pay_K4W0KQ8SJQONTQ,order_UBYGS0JX9AMSM5,75263,INR,captured,netbanking,True,0,,1354,243,Payment for Platform Access,"{""order"": ""order_UBYGS0JX9AMSM5""}",1746898200,setl_5DNSVBCQ7G4ASM
pay_X45JOQYNIT38CX,order_R7GOKLVA2UHTJP,75178,INR,captured,netbanking,True,0,,1353,243,Payment for Platform Access,"{""order"": ""order_R7GOKLVA2UHTJP""}",1746951410,setl_ZX4NKIO5B6IIJP
